PositionX;PositionY;PositionZ;Mass;VelocityX;VelocityY;VelocityZ;Size;AccelerationX;AccelerationY;AccelerationZ;Force;ColorR;ColorG;ColorB;Movable
-39.9442;42.4244;-144.263;14.5699;24.4328;-4.2749e-10;-6.76508;1.33769;3.26466;-3.33976;7.29064;14.3615;1;1;1;1
149.486;193.147;62.0744;2.01474;-7.63954;-3.5373e-10;18.3973;1.98608;-2.72465;-2.76352;-0.587287;5.43384;1;1;1;1
-56.2239;-8.28514;59.2122;13.4795;-25.3128;2.59335e-10;-24.0354;0.596637;15.9191;2.02606;-13.9692;30.0185;1;1;1;1
94.0297;124.972;-25.3184;3.75605;6.53208;-7.81357e-10;24.2594;1.08985;-4.64849;-6.10435;0.88953;10.659;1;1;1;1
9.19872;-18.7374;-11.2784;11.9528;50.3102;1.87091e-08;41.0332;0.907788;-72.1123;146.165;85.2539;208.578;1;1;1;1
-58.1074;-14.8992;-88.395;14.4238;25.5663;3.2571e-10;-16.8063;1.99332;9.47455;2.54461;10.3783;21.9913;1;1;1;1
16.9026;-29.014;12.6833;11.6599;-31.6796;1.04474e-08;42.2183;1.07327;-41.3463;81.6207;-19.7801;122.109;1;1;1;1
36.0191;-69.7161;61.4332;2.25813;-27.3264;1.52501e-09;16.0218;0.71099;-6.3893;11.9142;-8.44547;23.0015;1;1;1;1
12.8829;59.0091;213.625;0.529206;-21.1854;-3.1985e-10;1.2776;1.75362;-0.67589;-2.49883;-4.79003;8.8611;1;1;1;1
11.9162;-212.585;-43.9677;3.80738;20.6999;6.17567e-10;5.61014;0.741386;-0.305924;4.82474;1.05252;6.45925;1;1;1;1
